Time, Quantity
0,20000.000000000007
1,40000.0
2,60000.000000000015
3,79999.99999999999
4,99999.99999999999
5,120000.0
6,140000.00000000012
7,120000.00000000003
8,120000.00000000003
9,120000.00000000001
10,120000.00000000003
11,100000.00000000001
12,80000.00000000001
13,60000.000000000015
14,40000.000000000015
15,19999.999999999996
