Time, Quantity
0,20000.000000000007
1,40000.0
2,60000.000000000015
3,79999.99999999999
4,99999.99999999999
5,80000.00000000004
6,80000.00000000004
7,80000.00000000004
8,80000.00000000004
9,80000.00000000004
10,80000.00000000004
11,60000.000000000015
12,40000.00000000002
13,20000.000000000007
