Time, Quantity
1,20000.000000000007
2,40000.0
3,60000.000000000015
4,79999.99999999999
5,99999.99999999999
6,120000.0
7,140000.00000000012
8,120000.00000000003
9,120000.00000000003
10,120000.00000000003
11,120000.00000000003
12,100000.00000000003
13,79999.99999999999
14,59999.99999999998
15,40000.000000000015
16,19999.999999999993
